username,languageName,problemsSolved
wufeipku,C++,1
wufeipku,Python,4
OberkommandantGans,C++,3
OberkommandantGans,C#,45
nandhaa_17,Java,13
nandhaa_17,Python,89
nandhaa_17,MySQL,37
nandhaa_17,C,1
nandhaa_17,C#,2
nandhaa_17,JavaScript,2
nandhaa_17,Python3,180
nandhaa_17,Pandas,11
Vyshnavi_Manda05,Java,80
ghiri,JavaScript,1
ghiri,Go,2
DianLyu,Python3,1
Charan_212,C++,6
kruthirajedu12,C++,1
kruthirajedu12,Java,162
kruthirajedu12,Python3,1
Wendy_gogogo,Java,219
Wendy_gogogo,Rust,1
Wen_zhang,Java,1
Wen_zhang,MySQL,3
kl2400032496,C,25
vinay_itikala,Java,36
vinay_itikala,Python,4
Boogie-J,Java,1
Boogie-J,Python,113
Boogie-J,MySQL,8
Boogie-J,Python3,4
Boogie-J,Pandas,1
vaibhav822002,C++,26
AnishAmbati,C++,90
AnishAmbati,MySQL,6
Plottwister,C,2
lulu9091,Java,469
lulu9091,Python,65
lulu9091,Python3,176
town8562,C++,23
town8562,Python,11
town8562,C,63
town8562,Bash,1
town8562,Python3,33
qOxfFIyeds,C++,1
qOxfFIyeds,Python3,211
abhinavnalasani,Java,147
abhinavnalasani,Python,82
abhinavnalasani,MySQL,3
abhinavnalasani,C,3
abhinavnalasani,Python3,38
yangth,C++,5
yangth,Python3,1
sonalguptaiml,Python3,66
mjboth,C++,1
mjboth,Java,1
mjboth,C#,13
user0165FE,C,14
Aayush_K_Fabwani,C++,311
Aayush_K_Fabwani,Java,35
Aayush_K_Fabwani,JavaScript,11
Harsh_maheshwari_2312,C++,619
Harsh_maheshwari_2312,Java,20
Harsh_maheshwari_2312,JavaScript,26
Harsh_maheshwari_2312,Python3,2
Harsh_maheshwari_2312,TypeScript,2
palani_cit_22,C++,336
palani_cit_22,Java,7
palani_cit_22,Python,1
palani_cit_22,MySQL,1
palani_cit_22,Python3,6
palani_cit_22,Pandas,1
GenMech,Java,513
GenMech,Python,1
GenMech,MySQL,3
GenMech,JavaScript,8
Sachzn,Python,62
Sachzn,Python3,7
ecepernich,Java,5
shanqiong,Python,8
shanqiong,Python3,7
lamvn123456,C++,6
lamvn123456,Java,47
lamvn123456,Python,17
lamvn123456,MySQL,6
lamvn123456,JavaScript,6
lamvn123456,Python3,873
YUKI_1911,C++,174
YUKI_1911,JavaScript,1
_Quaza_,C++,205
_Quaza_,Java,136
_Quaza_,MySQL,3
nittalpurohit,C++,732
nittalpurohit,Java,24
nittalpurohit,MySQL,1
nittalpurohit,Go,3
nittalpurohit,Python3,4
bhavyabolisetty,C++,3
bhavyabolisetty,Java,21
bhavyabolisetty,C,1
bhavyabolisetty,Python3,158
ziyunch,Python,17
ziyunch,MySQL,12
ziyunch,Python3,108
ziyunch,MS SQL Server,7
PZEVbFgqBk,Python3,1
k4g4,C++,24
k4g4,Java,1
k4g4,C,1
k4g4,JavaScript,1
k4g4,Python3,1
k4g4,Rust,217
codycoyle,C++,1
codycoyle,Python,15
codycoyle,MySQL,6
codycoyle,Go,3
codycoyle,Python3,277
codycoyle,PostgreSQL,1
Vivek11550,C++,4
Vivek11550,Java,86
Vivek11550,Python,2
Vivek11550,MySQL,7
Vivek11550,JavaScript,8
onewanderer,C++,1
onewanderer,Java,194
onewanderer,MySQL,8
onewanderer,Python3,283
onewanderer,Pandas,1
mohitsshetty986,C++,92
mohitsshetty986,Java,440
mohitsshetty986,Python,10
mohitsshetty986,MySQL,1
mohitsshetty986,C#,1
mohitsshetty986,Python3,186
Bak_asta,C++,7
Bak_asta,Java,351
Bak_asta,MySQL,2
Bak_asta,JavaScript,1
sma8282,JavaScript,237
yunxiang123,C++,634
yunxiang123,Java,790
yunxiang123,Python,30
yunxiang123,MySQL,7
yunxiang123,C#,2
yunxiang123,Bash,2
yunxiang123,Python3,208
ottomonempire,C++,18
ottomonempire,Java,1006
ottomonempire,Python,3
ottomonempire,MySQL,12
ottomonempire,JavaScript,5
ottomonempire,Python3,10
Prayas_887,C++,136
Prayas_887,MS SQL Server,2
Priyanshu123456000,C++,241
Priyanshu123456000,MySQL,9
Priyanshu123456000,JavaScript,2
thunder_10,C++,1
user0946CT,C++,1
user0946CT,Java,459
user0946CT,MySQL,10
user0946CT,C#,124
user0946CT,JavaScript,14
user0946CT,MS SQL Server,18
harshit3976,C++,189
harshit3976,Java,3
harshit3976,Python,84
harshit3976,MySQL,1
harshit3976,JavaScript,1
harshit3976,Python3,36
Kunal_Chakrawarti,C++,72
Kunal_Chakrawarti,MySQL,9
spable,C++,3
Divyang-Giradkar,Java,5
Divyang-Giradkar,MySQL,1
Divyang-Giradkar,JavaScript,2
Divyang-Giradkar,Python3,86
Divyang-Giradkar,Pandas,1
cjfAhNohB3,Java,1
user6873b,Java,4
user6873b,MySQL,1
user6873b,C,51
user6873b,Bash,1
user6873b,Oracle,1
Upanisha,C++,269
Upanisha,MySQL,23
Upanisha,C,28
Upanisha,Python3,3
Lima_bean,C++,5
Lima_bean,C#,1
Lima_bean,Python3,77
Av2005,C++,2
Av2005,Java,32
Av2005,Python,264
Av2005,MySQL,22
Av2005,Python3,35
Atif_khan_702,C++,13
Atif_khan_702,Java,9
Atif_khan_702,Python3,342
Jasmine13,C++,3
Jasmine13,Java,7
discregionals,C++,1
discregionals,Python3,33
Patchipulusu_Gayathri_Asritha,Java,164
Patchipulusu_Gayathri_Asritha,Python,6
Patchipulusu_Gayathri_Asritha,MySQL,24
Patchipulusu_Gayathri_Asritha,C,2
Patchipulusu_Gayathri_Asritha,JavaScript,1
Patchipulusu_Gayathri_Asritha,Python3,2
Patchipulusu_Gayathri_Asritha,Pandas,1
harxhit_x_code1,Java,229
harxhit_x_code1,Python,1
harxhit_x_code1,MySQL,1
22r01a6637,Java,14
susitha2425,C++,71
susitha2425,Java,93
susitha2425,Python,22
susitha2425,C,33
susitha2425,Python3,33
K_K_CODER_22,C++,834
K_K_CODER_22,Java,1
K_K_CODER_22,MySQL,59
K_K_CODER_22,C#,1
K_K_CODER_22,JavaScript,1
K_K_CODER_22,Bash,1
jayant_vashisth,C++,294
jayant_vashisth,MySQL,36
jayant_vashisth,JavaScript,4
jayant_vashisth,TypeScript,3
Samithsai,C++,75
Samithsai,Java,1
Samithsai,Python3,1
Athisakthiram10,Java,231
Athisakthiram10,MySQL,5
LavanyaJaganathan,C++,109
LavanyaJaganathan,Java,188
LavanyaJaganathan,Python,1
LavanyaJaganathan,MySQL,15
LavanyaJaganathan,C,22
LavanyaJaganathan,JavaScript,1
LavanyaJaganathan,Bash,1
LavanyaJaganathan,Python3,2
LavanyaJaganathan,Pandas,1
SinghRavi_,Java,1
SinghRavi_,Go,5
SinghRavi_,Python3,42
UICleetcode,C++,31
UICleetcode,Python,10
UICleetcode,Python3,272
DheerajRaikwar,C++,2
DheerajRaikwar,Java,91
DheerajRaikwar,MySQL,3
DheerajRaikwar,JavaScript,1
DheerajRaikwar,Python3,64
DheerajRaikwar,Oracle,4
duyet,Java,10
duyet,Python,8
duyet,JavaScript,73
duyet,Ruby,106
duyet,Python3,2
Yash5499,C++,131
Yash5499,MySQL,7
Yash5499,Python3,8
runtimeTerrorist,Java,19
runtimeTerrorist,C,1
FatIgor,Python,3
FatIgor,Python3,40
klu_2400030652,Python,5
PhoebeHou,Java,562
PhoebeHou,Python,20
PhoebeHou,Python3,4
hmutta,C++,277
hmutta,Java,154
hmutta,MySQL,5
hmutta,JavaScript,1
hmutta,Python3,111
pritamchoudhary_07,C++,2
pritamchoudhary_07,Python3,1
ZoeyfromCU,C++,1
ZoeyfromCU,Java,1
ZoeyfromCU,Python,24
ZoeyfromCU,Python3,34
neerajkhatri_04,C++,292
neerajkhatri_04,Java,5
neerajkhatri_04,MySQL,15
neerajkhatri_04,JavaScript,2
neerajkhatri_04,Python3,1
user1885S,Java,7
bcsrn,MySQL,11
bcsrn,Python3,245
tp6hannah,Java,628
tp6hannah,Python,7
tp6hannah,MySQL,19
tp6hannah,Bash,2
tp6hannah,Go,37
tp6hannah,Python3,89
tp6hannah,MS SQL Server,2
user9701SR,MySQL,8
user9701SR,JavaScript,1
user9701SR,Python3,15
user9701SR,TypeScript,1
challavarun74,Python,2
challavarun74,Python3,9
SaimaJST,C++,52
SaimaJST,C#,2
SaimaJST,JavaScript,57
chliral,C++,37
nikku_599,C++,17
nikku_599,Java,176
nikku_599,Python,1
nikku_599,MySQL,4
extabl,Java,2
extabl,Python3,479
extabl,MS SQL Server,13
extabl,Oracle,30
psalmuelyvan,C++,137
psalmuelyvan,Java,165
psalmuelyvan,Python,3
psalmuelyvan,MySQL,33
psalmuelyvan,C,47
psalmuelyvan,C#,39
psalmuelyvan,JavaScript,52
psalmuelyvan,Ruby,204
psalmuelyvan,Python3,157
psalmuelyvan,Kotlin,2
psalmuelyvan,PHP,1
psalmuelyvan,TypeScript,1
y031125k,C++,17
y031125k,Java,444
y031125k,Python3,25
harshs07,Java,138
harshs07,MySQL,1
harshs07,C,2
harshs07,C#,102
harshs07,MS SQL Server,39
Nishugupta123,C++,72
an0409,C++,659
an0409,Java,1
an0409,MySQL,3
vaibhav16204648,Python,7
Kresha22,C++,316
Kresha22,MySQL,41
Yuanluchang,Java,2
Yuanluchang,MySQL,4
Yuanluchang,C,1
Yuanluchang,C#,316
suleiman,C++,4
suleiman,Java,198
suleiman,MySQL,3
suleiman,JavaScript,1
suleiman,Python3,1
windorz,Python,1
windorz,Python3,169
sourabhchhipa28,Java,142
sourabhchhipa28,MySQL,6
gojo_satoru_2401,C++,295
gojo_satoru_2401,JavaScript,3
gojo_satoru_2401,Python3,1
rishisingh2005,C++,5
avinendra08,Java,361
avinendra08,MySQL,5
avinendra08,Python3,1
AbdulRahimOM,C++,1
AbdulRahimOM,C,1
AbdulRahimOM,Go,125
AbdulRahimOM,PostgreSQL,34
dumblejd,Java,149
dumblejd,MySQL,70
dumblejd,Python3,11
dumblejd,MS SQL Server,139
dumblejd,Pandas,10
yuwei22,C++,34
yuwei22,Java,590
yuwei22,Python,206
yuwei22,MySQL,19
yuwei22,C,2
yuwei22,Bash,2
yuwei22,Python3,16
Hasini02,C++,65
2300031248,Java,3
2300031248,Python,2
2300031248,C,9
eshak28,Java,20
satijapoorav,Java,21
grxv1ty,Java,1
grxv1ty,Python3,89
prtk_ahlwt,C++,215
prtk_ahlwt,MySQL,12
prtk_ahlwt,Pandas,2
nishant4498,Java,205
klu_180030220,C++,1
klu_180030220,Java,133
klu_180030220,Python,1
klu_180030220,C,1
klu_180030220,Python3,23
gustavoabsampaio,Python,1
VedangiSharma,Java,318
VedangiSharma,MySQL,13
VedangiSharma,Python3,1
mo787,C++,682
mo787,Java,1
mo787,MySQL,12
mo787,Python3,12
rasmita404,C++,282
rasmita404,Java,8
rasmita404,JavaScript,11
jujarayshrihari,C++,3
jujarayshrihari,Java,55
jujarayshrihari,Python,1
jujarayshrihari,MySQL,25
jujarayshrihari,JavaScript,1
jujarayshrihari,Python3,8
karthiksabbavarapu,Java,144
karthiksabbavarapu,MySQL,6
andrewandchloe,C++,94
andrewandchloe,Java,624
andrewandchloe,Python,10
andrewandchloe,MySQL,207
andrewandchloe,Python3,26
andrewandchloe,MS SQL Server,1
arpanleet123,C++,433
arpanleet123,Java,20
arpanleet123,MySQL,3
arpanleet123,C,1
arpanleet123,JavaScript,29
arpanleet123,Python3,5
arpanleet123,PHP,1
sivakumarrrrrr2005,C++,122
sivakumarrrrrr2005,Java,2
sivakumarrrrrr2005,Python3,6
vmnithwin,C++,389
vmnithwin,Java,3
vmnithwin,Python,5
vmnithwin,MySQL,18
vmnithwin,C,16
vmnithwin,JavaScript,151
vmnithwin,Python3,39
vmnithwin,TypeScript,6
vmnithwin,Pandas,16
Farooq_Baig,C++,13
Farooq_Baig,Java,173
Farooq_Baig,Python,1
Farooq_Baig,MySQL,4
Farooq_Baig,C,7
Farooq_Baig,JavaScript,1
Farooq_Baig,Python3,147
Farooq_Baig,Pandas,1
memset,C++,2
radhakuna,C++,27
ramreviver,Java,4
ramreviver,Python,30
ramreviver,MySQL,27
ramreviver,Python3,801
ramreviver,Pandas,7
ragib06,C++,104
ragib06,Java,1
ragib06,Python,2
ragib06,Python3,1
valaamm,JavaScript,609
sparklysignals,Java,2
sparklysignals,Python,3
sparklysignals,Python3,95
sakibul_munna,C++,56
sakibul_munna,Java,31
sakibul_munna,C#,5
sakibul_munna,JavaScript,8
sakibul_munna,Go,1
sakibul_munna,Python3,1
me21b171,C++,282
me21b171,Java,2
me21b171,Python,4
me21b171,MySQL,50
me21b171,Python3,138
eshaa_jhaa,C++,153
Shafiul06,C++,123
Shafiul06,Python,4
Shafiul06,MySQL,2
Shafiul06,JavaScript,8
CUF6DVmzKa,Java,18
liamabcxyz,C++,210
liamabcxyz,Python,4
liamabcxyz,Python3,27
graeme16161,C++,2
graeme16161,Python,44
graeme16161,MySQL,4
graeme16161,Python3,46
Abhishek_18,C++,407
Abhishek_18,Java,92
Abhishek_18,MySQL,3
harshatwork,C++,144
harshatwork,MySQL,9
pathanaftaabkhan,Java,28
govind72,C++,279
govind72,Java,1
govind72,MySQL,1
Rishi181,C++,94
mannusingh7031,C++,237
sidharthpanicker,Java,5
sidharthpanicker,Python,35
sidharthpanicker,Python3,173
RomitBhuptani,Java,89
RomitBhuptani,Python,4
RomitBhuptani,MySQL,52
RomitBhuptani,JavaScript,26
RomitBhuptani,Python3,297
RomitBhuptani,TypeScript,5
RomitBhuptani,Pandas,15
iamnoufal,Java,29
iamnoufal,Bash,1
iamnoufal,Python3,129
Siya_Srivastava3010,Python3,87
Holunderbenni,Java,110
Holunderbenni,JavaScript,4
Kotayz,Go,14
kuldeepsingh22,C++,100
kuldeepsingh22,Java,5
kuldeepsingh22,MySQL,33
kuldeepsingh22,Python3,1
kuldeepsingh22,Oracle,1
kuldeepsingh22,Pandas,1
adivamshi,C++,1
adivamshi,Go,31
adivamshi,Python3,28
somesolver3005,Java,1
Goparaju_Manasa,C++,311
Goparaju_Manasa,Python,2
Goparaju_Manasa,MySQL,13
Jaynab_,C++,655
Jaynab_,Java,2
Jaynab_,Python,2
Jaynab_,MySQL,7
Jaynab_,Python3,17
Jaynab_,Pandas,1
Jaynab_,PostgreSQL,1
yigitv4rli,C++,9
yigitv4rli,Python,1
yigitv4rli,Python3,135
user4639p,C++,47
user4639p,Python,118
user4639p,MySQL,47
user4639p,JavaScript,1
user4639p,Python3,4
peanutpeeler,C++,3
peanutpeeler,Java,90
karannv07,Python3,5
mvenkatesh,Java,56
mvenkatesh,MySQL,1
PeilinLai,Java,278
ricardopython97,Python,13
ricardopython97,MySQL,111
ricardopython97,JavaScript,5
ricardopython97,Python3,161
ricardopython97,MS SQL Server,1
ricardopython97,PostgreSQL,1
Vimall03,C++,87
Vimall03,JavaScript,1
fadiSrouji,C++,1
fadiSrouji,Python,3
fadiSrouji,MySQL,10
fadiSrouji,C,23
fadiSrouji,C#,7
fadiSrouji,Bash,1
fadiSrouji,Python3,25
fadiSrouji,Pandas,5
Parth_Kataria,C++,135
tuannl98tn,C++,42
tuannl98tn,Java,1
tuannl98tn,JavaScript,560
arpitkulshrestha19,C++,311
arpitkulshrestha19,MySQL,3
arpitkulshrestha19,JavaScript,1
Kunika_18,C++,161
Kunika_18,MS SQL Server,21
jotrades,C++,237
jotrades,Java,89
jotrades,Python,4
jotrades,MySQL,11
jotrades,C,6
jotrades,JavaScript,1
jotrades,Ruby,6
jotrades,Go,1
jotrades,Python3,183
jotrades,Kotlin,1
jotrades,PostgreSQL,1
praneswarganesan,C++,20
praneswarganesan,Java,199
praneswarganesan,MySQL,52
praneswarganesan,JavaScript,1
praneswarganesan,Python3,4
praneswarganesan,MS SQL Server,1
Puni2001,C++,15
Puni2001,Java,29
Puni2001,MySQL,50
Puni2001,Python3,173
Puni2001,Pandas,1
AndreaTorti-01,C++,27
yrogell,C++,1
yrogell,Java,46
yrogell,MySQL,1
yrogell,C#,8
yrogell,Go,3
yrogell,TypeScript,5
Iaroslava,Java,29
shatkill,Java,50
shatkill,Python3,75
shatkill,Oracle,1
shatkill,TypeScript,1
rajanup0054,C++,182
rajanup0054,Java,3
utsavjha,MySQL,2
utsavjha,Go,33
utsavjha,Python3,30
Kiwi157366,C++,1
Kiwi157366,Java,642
Kiwi157366,MySQL,27
Kiwi157366,JavaScript,1
e_akhi,C++,33
Sven_Schliewert,Java,1
Sven_Schliewert,C,7
Sven_Schliewert,C#,10
Sven_Schliewert,Kotlin,4
cookfront,Java,9
cookfront,Python,3
cookfront,JavaScript,20
jb0802,C++,52
jb0802,C,18
Amareswar_3252,Python,2
Amareswar_3252,Python3,12
moazzam13,C++,266
moazzam13,Python,1
sindhuja_n,Java,157
sindhuja_n,MySQL,1
pankajtaneja86,Java,392
pankajtaneja86,MySQL,4
pankajtaneja86,C,13
pankajtaneja86,C#,6
pankajtaneja86,Swift,12
pankajtaneja86,MS SQL Server,1
venkatasubash1,C++,12
venkatasubash1,Java,73
venkatasubash1,MySQL,50
venkatasubash1,Python3,54
venkatasubash1,Kotlin,1
user1089Yw,C++,1
Twenty__20,C++,424
Twenty__20,MySQL,39
rishi_rih,C++,1
rishi_rih,Java,516
rishi_rih,Python3,2
bhavyaaa3,C++,15
supreetchavan,C++,386
supreetchavan,MySQL,7
rob23,Java,7
rob23,C#,2
IamArsh,C++,2
IamArsh,Java,1
IamArsh,Python,4
IamArsh,C,1
IamArsh,JavaScript,27
IamArsh,Python3,121
kewin2005,C++,8
kewin2005,Java,94
kewin2005,Python,1
kewin2005,C,10
kewin2005,JavaScript,1
kewin2005,Python3,36
REXMILTON,C++,3
REXMILTON,Java,1
REXMILTON,C,1
REXMILTON,Python3,6
mr_faizan20,C++,50
klu_2200032057,C++,12
klu_2200032057,Java,197
klu_2200032057,Python,7
klu_2200032057,MySQL,7
klu_2200032057,Python3,5
yesaremanisha123,Java,45
yesaremanisha123,MySQL,15
user5404px,Ruby,2
yuchenxuuuu,Java,326
yuchenxuuuu,Go,1
rishabhjagariya5,C++,350
rishabhjagariya5,Java,38
rishabhjagariya5,MySQL,1
Roseblade23,C++,1
apurvwaghmare07,C++,48
apurvwaghmare07,Java,409
apurvwaghmare07,MySQL,8
apurvwaghmare07,Python3,8
Spacee,Java,112
Spacee,Python,1
Spacee,MySQL,4
Spacee,Python3,3
Spacee,PostgreSQL,1
erabreak,Java,355
erabreak,Python,1
wj02,Java,271
wj02,Python,1
wj02,MySQL,3
wj02,C#,1
wj02,Bash,1
wj02,MS SQL Server,1
Cheapstick,C++,8
Cheapstick,Python,1
Cheapstick,Python3,107
baghelharshit1516,C++,76
baghelharshit1516,C,43
Naazra,Python3,2
ihirwe,Java,5
janhavi_ojha,Java,38
yadavsamiksha461,C++,678
yadavsamiksha461,Python,1
yadavsamiksha461,MySQL,35
yadavsamiksha461,JavaScript,5
yadavsamiksha461,Python3,3
yadavsamiksha461,Pandas,18
harshc02,C++,608
harshc02,Java,1
harshc02,MySQL,49
harshc02,C,1
harshc02,Pandas,1
satyamolika__I0,C++,1
satyamolika__I0,Java,44
LeBronL,C++,46
LeBronL,C,4
qhzxz,C++,6
qhzxz,Java,219
user0568v,C#,12
_naruto_,C++,317
_naruto_,MySQL,6
_naruto_,MS SQL Server,1
Yash_Ambekar,C++,145
Yash_Ambekar,Java,2
Yash_Ambekar,Python3,4
Yash_Ambekar,TypeScript,2
wagiii733,C++,317
wagiii733,Java,3
wagiii733,Python,1
wagiii733,MySQL,19
wagiii733,Python3,30
shivam18309,C++,499
shivam18309,Java,44
shivam18309,MySQL,8
shivam18309,Go,8
shivam18309,Python3,21
Tulsee11,Java,166
nvandana,JavaScript,69
cnu_2005,C++,1
cnu_2005,Java,60
cnu_2005,MySQL,9
cnu_2005,Python3,150
rimmigoyal,C++,20
rimmigoyal,Java,2
rimmigoyal,MySQL,6
rimmigoyal,JavaScript,1
sjm20066,Python,4
wholmes123,C++,1
wholmes123,Java,309
wholmes123,Python,64
wholmes123,MySQL,1
kmandyam,Java,49
kmandyam,Python,62
harshgovil2000,C++,2
ariafedyk,Python3,19
hauchen,Python3,280
nit3760,Java,52
Mariya_13,Java,276
Mariya_13,MySQL,8
Mariya_13,C,1
Mariya_13,JavaScript,15
Mariya_13,Python3,2
Rawat_G,C++,166
Rawat_G,Python3,1
khareshambhavi,C++,224
khareshambhavi,Python3,1
chingQAQ,JavaScript,25
chingQAQ,TypeScript,14
Deuzmo,C++,12
Deuzmo,Java,21
ankursingh10,C++,719
ankursingh10,Java,7
ankursingh10,Python,1
ankursingh10,JavaScript,1
m04774m,C++,3
m04774m,Java,136
m04774m,Python,1
m04774m,MySQL,15
Appu_2000,C++,10
CheeragRoutaray,Java,31
CheeragRoutaray,TypeScript,2
Shinji100i45,Java,51
Shinji100i45,MySQL,18
Shinji100i45,JavaScript,1
Shinji100i45,Python3,76
Shinji100i45,PostgreSQL,24
cristinajular,C#,3
tejanimbagallu,Java,277
tejanimbagallu,Python3,6
ApoorvaChoudhari,C++,86
ApoorvaChoudhari,Java,344
ApoorvaChoudhari,Python,14
ApoorvaChoudhari,MySQL,13
ApoorvaChoudhari,Go,43
krishnadeepakvankadari,C++,334
krishnadeepakvankadari,Java,2
krishnadeepakvankadari,Python,1
krishnadeepakvankadari,MySQL,5
code-maestro,C++,2
code-maestro,Java,209
code-maestro,JavaScript,12
code-maestro,Python3,12
s_thy,C++,5
s_thy,Java,6
s_thy,Python,1
s_thy,Go,2
s_thy,Python3,29
Nithish0201,C++,27
Nithish0201,Java,10
horazy1987,C++,2
horazy1987,Java,224
horazy1987,C#,551
nani28203,C++,9
nani28203,Python,1
nani28203,MySQL,49
nani28203,Python3,18
nani28203,Pandas,12
rajeshnit706,C++,369
rajeshnit706,Java,6
rajeshnit706,MySQL,6
rajeshnit706,JavaScript,1
rajeshnit706,Go,13
rajeshnit706,Rust,6
rajeshnit706,TypeScript,1
rajeshnit706,PostgreSQL,10
Lav_Kushwaha,Java,369
Lav_Kushwaha,MySQL,3
Lav_Kushwaha,JavaScript,6
ArnavKaushik,C++,38
x71Dqftei6,C++,114
x71Dqftei6,Java,11
x71Dqftei6,Python,9
x71Dqftei6,MySQL,64
x71Dqftei6,Bash,2
x71Dqftei6,Python3,9
zerodegree0,Java,295
hzard30us,C++,152
hzard30us,MySQL,1
Mitali_0504,Java,459
Mitali_0504,Python,2
Mitali_0504,MySQL,3
Mitali_0504,Python3,4
Mitali_0504,Oracle,2
padhanshishir,C++,10
padhanshishir,JavaScript,131
kchandru504,C++,1
kchandru504,Java,17
kchandru504,MySQL,3
kchandru504,C#,75
kchandru504,JavaScript,32
kchandru504,Swift,311
kchandru504,MS SQL Server,4
kchandru504,TypeScript,2
superajay,C++,216
superajay,MySQL,80
Shivam6703,C++,160
Shivam6703,Java,84
kumarb6653,C++,1
kumarb6653,Java,77
sriramsbala,Java,397
sriramsbala,MySQL,90
sriramsbala,JavaScript,2
sriramsbala,Python3,20
sriramsbala,Pandas,15
richardcysun,C++,30
PramodNagarajarao,Java,6
PramodNagarajarao,Python,2
PramodNagarajarao,Python3,5
gobeshj,Python3,8
9698ywllhy,C++,104
9698ywllhy,Python,1
shivamskn,Java,58
devildare1234,Python,1
passeng02,C++,77
passeng02,Java,2
passeng02,Python,1
assemmorsy,C#,23
assemmorsy,JavaScript,1
assemmorsy,TypeScript,12
A-Little-Hat,C++,2
A-Little-Hat,MySQL,1
A-Little-Hat,C,1
A-Little-Hat,JavaScript,4
A-Little-Hat,Python3,17
A-Little-Hat,Pandas,15
abhisince1,Java,1
abhisince1,Python3,1
aroundalawat,C++,2
aroundalawat,MySQL,14
aroundalawat,Python3,73
aroundalawat,Oracle,1
the_shivendra,C++,156
stephen_liu,JavaScript,2
stephen_liu,Python3,39
vikram_pratap,C++,2
vikram_pratap,Java,458
vikram_pratap,MySQL,6
vikram_pratap,C,1
vikram_pratap,JavaScript,2
vikram_pratap,MS SQL Server,1
shanu07,Java,188
shanu07,Python,62
shanu07,MySQL,9
shanu07,Python3,4
gloabl_rank_1,C++,247
gloabl_rank_1,Java,2
gloabl_rank_1,Python,1
gloabl_rank_1,JavaScript,7
gloabl_rank_1,Python3,5
jai_jai_hanuman_yrg,C++,130
jai_jai_hanuman_yrg,JavaScript,6
alsjf,Java,32
alsjf,Python3,7
Bhanu_Vangala,Java,262
Bhanu_Vangala,MySQL,20
Bhanu_Vangala,Python3,38
orene,Java,13
APTXCassieZhu,Java,453
APTXCassieZhu,MySQL,11
APTXCassieZhu,Bash,2
Pranai_Yadav,C++,52
Pranai_Yadav,C,47
Pranai_Yadav,Python3,2
emranefty007,C++,2
Muskan__Mansuri,C++,154
Muskan__Mansuri,Java,4
find_me_lucky,C++,2
superchicken962,Python,1
superchicken962,JavaScript,7
user5226H,Python,17
user5226H,Python3,2
kunalkrb,C++,23
kunalkrb,Java,218
kunalkrb,Python,3
kunalkrb,MySQL,41
kunalkrb,JavaScript,20
kunalkrb,Bash,4
kunalkrb,Go,4
kunalkrb,Python3,426
ankitkuntal18,C++,102
ankitkuntal18,MySQL,2
ankitkuntal18,C,1
AllisonOge,Python3,3
souravofficial,C++,87
souravofficial,Java,69
Lucky2312,Python3,2
Vijay74,C++,109
Vijay74,JavaScript,33
Vijay74,Rust,6
Vijay74,TypeScript,1
user1022XK,C++,12
user1022XK,Java,51
user1022XK,Python,3
user1022XK,MySQL,60
user1022XK,C,29
user1022XK,Python3,70
user1022XK,MS SQL Server,2
user1022XK,Pandas,2
Priyanshu_3,C++,555
Priyanshu_3,MySQL,9
simom-zhao,Python3,9
manyajain,C++,108
manyajain,Java,33
manyajain,MySQL,7
comrade_12,Java,2
comrade_12,JavaScript,54
comrade_12,Python3,3
comrade_12,TypeScript,22
binny-chopra,JavaScript,13
binny-chopra,Python3,18
binny-chopra,TypeScript,3
NerdyNcNerd,Python3,2
ujjawal_rajwanshi,C++,121
ujjawal_rajwanshi,Java,3
ujjawal_rajwanshi,MySQL,40
ujjawal_rajwanshi,C,2
luis2702,C,4
Nahar42,C++,106
inwo9091,MySQL,77
inwo9091,C#,3
inwo9091,Python3,82
jiaxi3,C++,20
P3RRC0C3T,C++,2
P3RRC0C3T,Java,25
P3RRC0C3T,Python,4
P3RRC0C3T,Python3,21
sivapullaiah,Java,7
sivapullaiah,MySQL,7
sivapullaiah,JavaScript,8
sivapullaiah,Python3,158
6uan,Java,48
6uan,Python,52
6uan,C,1
6uan,JavaScript,3
6uan,Python3,2
6uan,Pandas,2
tecnofire89,Java,23
22r01a0546,Java,15
22r01a0546,Python,11
22r01a0546,Python3,2
valusoutrik,C++,99
valusoutrik,MySQL,1
valusoutrik,Python3,1
304680632@qq.com,C++,250
304680632@qq.com,Java,11
304680632@qq.com,C#,30
Hudada,C++,5
Hudada,Java,158
Hudada,MySQL,19
Hudada,JavaScript,23
acrodemo,Python,2
CodingPianist,C++,100
CodingPianist,Java,734
CodingPianist,Python,9
CodingPianist,JavaScript,8
CodingPianist,Python3,47
heshaja_23265,Java,20
heshaja_23265,Python,9
heshaja_23265,Python3,3
akhavanb,C,1
angry0batman,C++,52
atulkumartata,C++,110
atulkumartata,Java,296
atulkumartata,MySQL,17
atulkumartata,Oracle,1
atulkumartata,PostgreSQL,1
Anujaa1008,Java,320
Anujaa1008,Python3,1
Mohit_Sindhu_1,C++,49
Greenmoonn,C++,1
yuyuhan0306,Java,1
yuyuhan0306,Python,13
yuyuhan0306,MySQL,6
yuyuhan0306,Python3,184
yuyuhan0306,Scala,1
yuyuhan0306,TypeScript,104
surajremous,C++,16
bougarfaoui,JavaScript,1
Shalmi913,Python,6
Shalmi913,MySQL,4
Shalmi913,Python3,20
dfan,Java,58
dfan,Python,9
dfan,Python3,136
gauravkool81,C++,316
